country;countryname;edate;date;party;partyname;partyabbrev;parfam;threshold;threshold_lagged;Distrikter;Antal_pladser;pervote;absseat;totseats;total;per402;per403;per404;per405;per406;per407;per408;per409;per410;per411;per412;per413;per414;per415;per416;per501;per502;per503;per504;per505;per506;per507;rile;planeco;markeco;welfare;intpeace;avg_pervote
11;Sweden;20-09-1970;197009;11320;Social Democratic Labour Party;SAP;30;4;4;;;45,343;163;350;197;1;8,1;1;0,5;0;0,5;2,5;1,5;4,1;0,5;1;0;1,5;0;0;7,1;0,5;16,8;13,7;0;4,1;0;-41,2;10,1;1,5;30,5;4,1;40,42217268
11;Sweden;16-09-1973;197309;11320;Social Democratic Labour Party;SAP;30;4;4;;;43,559;156;350;41;0;5,1;0;0;0;0;7,7;0;0;0;0;0;5,1;0;0;0;0;10,3;12,8;0;0;0;-7,7;5,1;5,1;23,1;2,6;40,42217268
11;Sweden;19-09-1976;197609;11320;Social Democratic Labour Party;SAP;30;4;4;;;42,749;152;349;70;5,7;0;0;0;0;0;14,3;0;4,3;4,3;0;0;10;0;0;4,3;0;5,7;10;0;2,9;0;-11,5;0;10;15,7;8,6;40,42217268
11;Sweden;16-09-1979;197909;11320;Social Democratic Labour Party;SAP;30;4;4;;;43,244;154;349;151;0,7;4;0;0;0;0;6;0;4;0,7;0,7;0;9,9;0;0;7,3;0;7,3;15,2;0;2,7;0;-15,3;4,7;9,9;22,5;4,6;40,42217268
11;Sweden;19-09-1982;198209;11320;Social Democratic Labour Party;SAP;30;4;4;;;45,606;166;349;124;0;0;0;0;0;0;13,7;0;0,8;0,8;2,4;0;4;0;0;12,9;0;7,3;12,1;1,6;0;0;-18,5;2,4;4;19,4;8,8;40,42217268
11;Sweden;15-09-1985;198509;11320;Social Democratic Labour Party;SAP;30;4;4;;;44,684;159;349;81;0;0;0;0;0;0;3,7;0;6,2;3,7;0;0;8,6;0;0;9,9;2,5;0;16;0;2,5;0;-21,1;0;9,8;16;3,7;40,42217268
11;Sweden;18-09-1988;198809;11320;Social Democratic Labour Party;SAP;30;4;4;;;43,207;156;349;63;0;0;0;0;0;0;0;0;1,6;0;0;0;6,3;0;0;15,9;9,5;15,9;23,8;0;3,2;0;-23,9;0;6,3;39,7;1,6;40,42217268
11;Sweden;15-09-1991;199109;11320;Social Democratic Labour Party;SAP;30;4;4;;;37,705;138;349;130;1,538;0;0;0;0;0;0,769;0;3,077;3,846;0;0;5,385;0;0;11,538;0;15,385;4,615;0;0,769;0;-6,154;0;5,385;20;0;40,42217268
11;Sweden;18-09-1994;199409;11320;Social Democratic Labour Party;SAP;30;4;4;;;45,25;161;349;206;1,456;0;0;0;0;0;3,883;0;12,136;7,282;0;0;17,476;0;0;1,942;0;11,165;0,485;0;1,942;0;23,786;0;19,417;11,65;0;40,42217268
11;Sweden;21-09-1998;199809;11320;Social Democratic Labour Party;SAP;30;4;4;;;36,39;131;349;256;3,906;0;0;0;0;0;0,391;0;7,422;3,125;0;0;10,156;0;0;1,953;1,172;10,938;12,5;0;7,813;0;-3,516;0;10,547;23,438;0;40,42217268
11;Sweden;15-09-2002;200209;11320;Social Democratic Labour Party;SAP;30;4;4;;;39,854;144;349;273;1,832;0,366;0;0;0;0;0;0;0,733;2,198;0;0;2,198;0;0;5,128;8,425;5,861;9,89;0;10,989;0;-18,315;0,366;4,396;15,751;0,733;40,42217268
11;Sweden;17-09-2006;200609;11320;Social Democratic Labour Party;SAP;30;4;4;;;34,994;130;349;393;1,018;0;0,254;0,254;0;0,254;3,562;0;2,29;7,379;3,817;1,272;1,018;0;0;5,089;3,308;5,852;23,664;0;6,616;0;-24,173;4,071;1,527;29,517;1,781;40,42217268
11;Sweden;19-09-2010;201009;11320;Social Democratic Labour Party;SAP;30;4;4;;;30,66;112;349;282;3,546;1,064;2,128;0,709;0,355;0;2,837;0;3,901;2,837;0;0;0;0;0;0,709;1,773;14,184;25,887;0;15,248;0;-32,27;3,191;0;40,071;0,709;40,42217268
11;Sweden;14-09-2014;201409;11320;Social Democratic Labour Party;SAP;30;4;4;;;31,015;113;349;541;2,588;0,185;1,664;0,37;0,185;0;0,739;0;0,185;4,621;0;0,185;0;0;0,555;5,36;0,37;6,47;19,963;0;17,93;0;-52,495;1,848;0,37;26,433;2,588;40,42217268
11;Sweden;09-09-2018;201809;11320;Social Democratic Labour Party;SAP;30;4;4;;;28,261;100;349;310;1,935;0,645;0;0;0;0,645;0,645;0;0;3,226;0;0;0;0;0,645;6,129;3,548;6,129;16,129;0;12,258;0;-20;0,645;0;22,258;0,645;40,42217268
11;Sweden;11-09-2022;202209;11320;Social Democratic Labour Party;SAP;30;4;4;;;30,32628083;107;349;352;0,568;0,284;0;0;0;1,42;0;3,125;0,284;5,398;0;0;3,125;0;7,102;5,966;1,989;6,25;19,602;0,284;4,83;0;-5,114;0,284;3,409;25,852;1,42;40,42217268
11;Sweden;20-09-1970;197009;11420;People’s Party;FP;40;4;4;;;16,211;58;350;123;1,6;5,7;3,3;0,8;0;0;1,6;0,8;2,4;0,8;0;0;1,6;0;0;8,9;0;8,9;14,6;0;3,3;0;-33,5;9;2,4;23,5;3,3;10,15214203
11;Sweden;16-09-1973;197309;11420;People’s Party;FP;40;4;4;;;9,419;34;350;149;1,3;4,7;1,3;1,3;0;0;3,4;2;2;3,4;0;0;4;0;0;12,1;0;6;7,4;0;4,7;0;-11,5;6;8;13,4;0;10,15214203
11;Sweden;19-09-1976;197609;11420;People’s Party;FP;40;4;4;;;11,063;39;349;143;2,1;6,3;0;0;0;0,7;0,7;3,5;1,4;2,1;0;0;3,5;0;0;11,2;4,2;3,5;0;0;0;0;-2,1;6,3;5,6;3,5;0,7;10,15214203
11;Sweden;16-09-1979;197909;11420;People’s Party;FP;40;4;4;;;10,591;38;349;462;1,5;1,7;0;0,4;0;1,3;4,6;5,2;3;0,2;0,4;0;1,7;0;0;12,5;0,9;7,6;12,5;0;5,6;0;-15,2;2,1;3;20,1;0,9;10,15214203
11;Sweden;19-09-1982;198209;11420;People’s Party;FP;40;4;4;;;5,901;21;349;123;2,4;0;0;0;0;0,8;1,6;0;2,4;0;0;0;7,3;0;0;2,4;1,6;13;8,9;0,8;3,3;0;4,8;0;13,8;21,9;4,1;10,15214203
11;Sweden;15-09-1985;198509;11420;People’s Party;FP;40;4;4;;;14,231;51;349;201;6,5;0;0;0;0;0;0;0;0,5;0;0;0;11,9;0;0;6,5;4;3,5;13,4;0;4;0;12,9;0;24,8;16,9;3;10,15214203
11;Sweden;18-09-1988;198809;11420;People’s Party;FP;40;4;4;;;12,202;44;349;299;7,4;0;0;0;0;0;0;0;2;2,7;0;0;2;0;0;9,7;5,7;1;12;0;4,7;0;-7,7;0;10,7;13;0;10,15214203
11;Sweden;15-09-1991;199109;11420;Liberal People’s Party;FP;40;4;4;;;9,128;33;349;280;3,214;0,357;0;0;0;0;1,071;0;1,429;0,714;0;0;0,357;0;0;4,286;0,357;7,857;2,5;0;2,5;0;3,929;0,357;5,714;10,357;0;10,15214203
11;Sweden;18-09-1994;199409;11420;Liberal People’s Party;FP;40;4;4;;;7,192;26;349;192;7,813;0;0;0;0;0;1,563;0;0,521;4,167;0;0;10,417;0;0;3,646;1,042;26,563;2,083;0;3,646;0;19,271;0;16,146;28,646;1,563;10,15214203
11;Sweden;21-09-1998;199809;11420;Liberal People’s Party;FP;40;4;4;;;4,72;17;349;84;5,952;0;0;0;0;0;0;0;0;1,19;0;0;9,524;0;0;5,952;0;7,143;3,571;0;5,952;0;14,286;0;13,095;10,714;3,571;10,15214203
11;Sweden;15-09-2002;200209;11420;Liberal People’s Party;FP;40;4;4;;;13,394;48;349;429;3,73;1,865;0;0;0;1,632;0;0;0,699;2,331;0,233;0;1,399;0;0;8,392;4,429;5,594;2,331;0;10,49;0;0,932;2,098;6,76;7,925;0,233;10,15214203
11;Sweden;17-09-2006;200609;11420;Liberal People’s Party;FP;40;4;4;;;7,537;28;349;605;4,628;0,661;0,661;0;0;0,992;4,132;0;0,661;4,463;0,661;0;0,826;0;0;4,463;2,975;5,785;10,909;1,983;12,397;0;14,545;1,983;4,298;16,694;0;10,15214203
11;Sweden;19-09-2010;201009;11420;Liberal People’s Party;FP;40;4;4;;;7,06;24;349;916;3,384;1,528;0;0,328;0;0,655;5,349;0;0,328;4,694;0;0;0;0;0;8,297;4,367;2,948;15,939;0;10,59;0;-4,803;1,528;0,655;18,886;0,218;10,15214203
11;Sweden;14-09-2014;201409;11420;Liberal People’s Party;FP;40;4;4;;;5,42;19;349;436;2,294;0;0;0;0;2,523;0,229;0,688;0,229;2,064;0;0;0;0;0;8,486;5,963;5,505;5,505;2,294;12,615;0;-2,523;0;0,688;11,009;0;10,15214203
11;Sweden;09-09-2018;201809;11420;Liberals;L;40;4;4;;;5,49;20;349;612;2,288;1,144;0;0;0;0;0,163;0;0,163;1,471;0;0;0,327;0;0,49;7,68;2,941;7,353;9,15;2,451;11,601;0;-1,144;1,144;2,778;16,503;0;10,15214203
11;Sweden;11-09-2022;202209;11420;Liberals;L;40;4;4;;;4,608698579;16;349;433;0;0,693;0;0;0;0,462;0;1,617;0,231;2,54;0;0;0;0;3,464;4,388;0,462;5,081;12,24;1,155;12,009;0;10,624;0,693;9,007;17,321;0;10,15214203
11;Sweden;20-09-1970;197009;11620;Moderate Coalition Party;MSP;60;4;4;;;11,531;41;350;47;4,3;0;0;0;0;0;2,1;0;0;0;0;0;6,4;0;0;2,1;0;6,4;10,6;0;6,4;0;10,8;0;10,7;17;0;19,43040075
11;Sweden;16-09-1973;197309;11620;Moderate Coalition Party;MSP;60;4;4;;;14,294;51;350;76;7,9;0;0;0;0;0;1,3;0;1,3;0;0;0;3,9;0;0;6,6;0;10,5;10,5;0;9,2;0;19,7;0;15,7;21;2,6;19,43040075
11;Sweden;19-09-1976;197609;11620;Moderate Coalition Party;MSP;60;4;4;;;15,589;55;349;103;4,9;1,9;0;0;0;0;2,9;0;2,9;0;0;0;3,9;0;0;1;4,9;2,9;12,6;0;8,7;0;2,2;1,9;12,6;15,5;1,9;19,43040075
11;Sweden;16-09-1979;197909;11620;Moderate Coalition Party;MSP;60;4;4;;;20,343;73;349;127;8,7;0;0;0;0;0;3,2;0;0,8;0;0;0;4,8;0;0;12,7;4,8;4,8;7,1;0;7,1;0;23,1;0;15,1;11,9;0;19,43040075
11;Sweden;19-09-1982;198209;11620;Moderate Coalition Party;MSP;60;4;4;;;23,644;86;349;140;5,7;0;0;0;0;0;2,1;0;0,7;0;0;0;12,1;0;0;3,6;2,9;0,7;7,1;3,6;7,9;0;25,1;0;23,5;7,8;3,5;19,43040075
11;Sweden;15-09-1985;198509;11620;Moderate Coalition Party;MSP;60;4;4;;;21,328;76;349;104;15,4;0;0;0;0;0;1;0;0;0;0;0;9,6;0;0;4,8;1,9;0;2,9;1;3,8;0;59,8;0;30,8;2,9;1,9;19,43040075
11;Sweden;18-09-1988;198809;11620;Moderate Coalition Party;MSP;60;4;4;;;18,297;66;349;183;8,2;0;0;0;0;0;0,5;0;0,5;0,5;0;0;8,2;0;0;8,2;1,6;0;1,6;0;2,2;0;36,7;0;14,2;1,6;0,5;19,43040075
11;Sweden;15-09-1991;199109;11620;Moderate Coalition Party;MSP;60;4;4;;;21,924;80;349;192;9,375;0;0;0;0;0;0;0;0;0;0;0;15,104;0;0;3,646;1,563;2,604;2,083;0;8,333;0;43,75;0;22,917;4,688;0;19,43040075
11;Sweden;18-09-1994;199409;11620;Moderate Coalition Party;MSP;60;4;4;;;22,38;80;349;199;4,523;0;0;0;0;0;1,508;0;1,508;1,508;0;0;16,583;0;0;3,518;1,005;1,508;0;0;4,523;0;40,201;0;28,643;1,508;1,508;19,43040075
11;Sweden;21-09-1998;199809;11620;Moderate Coalition Party;MSP;60;4;4;;;22,9;82;349;334;8,084;0;0;0;0;0;0;0;1,198;3,892;0;0;15,868;0;0;2,994;10,778;4,79;0;0;5,988;0;37,425;0;27,844;4,79;1,198;19,43040075
11;Sweden;15-09-2002;200209;11620;Moderate Coalition Party;MSP;60;4;4;;;15,256;55;349;423;5,674;0,709;0;0;0;0,709;0,473;0;1,182;4,255;0;0;11,111;0;0;2,364;0;7,329;1,418;0,709;4,728;0;38,061;0,709;21,749;8,747;0,236;19,43040075
11;Sweden;17-09-2006;200609;11620;Moderate Coalition Party;MSP;60;4;4;;;26,23;97;349;858;4,545;0,35;1,282;0;0;0,233;6,061;0;1,282;7,343;0;0;2,331;0;0;6,76;0,466;3,73;13,52;0;8,625;0;3,963;1,632;4,196;17,249;0,583;19,43040075
11;Sweden;19-09-2010;201009;11620;Moderate Coalition Party;MSP;60;4;4;;;30,06;107;349;1896;4,061;0,686;0;0,264;0;0,316;9,019;0,053;1,002;6,382;0;0;3,27;0;0;10,179;0,053;6,382;11,973;0,264;6,171;0;2,479;0,686;4,905;18,354;1,108;19,43040075
11;Sweden;14-09-2014;201409;11620;Moderate Coalition Party;MSP;60;4;4;;;23,325;84;349;1634;1,224;0,734;0,49;0;0,122;0,918;1,04;0,796;0,49;4,59;0;0,612;0,979;0;0,734;8,262;1,958;4,529;12,668;0,979;9,547;0;-16,769;1,224;4,59;17,197;0,612;19,43040075
11;Sweden;09-09-2018;201809;11620;Moderate Coalition Party;MSP;60;4;4;;;19,836;70;349;1005;2,388;0,796;0;0;0;0,199;0,796;0;1,095;3,383;0;0,1;1,194;0;0,498;8,06;2,687;4,776;12,338;1,891;7,761;0,199;7,562;0,796;3,383;17,114;0,1;19,43040075
11;Sweden;11-09-2022;202209;11620;Moderate Coalition Party;MSP;60;4;4;;;19,10261425;68;349;742;0,943;0,539;0;0;0;0,135;0;0,943;0,943;4,178;0,539;0;1,213;0;1,348;8,221;1,617;5,526;9,03;2,83;9,03;0;18,194;1,078;3,639;14,555;0;19,43040075
11;Sweden;19-09-2010;201009;11710;Sweden Democrats;SD;70;4;4;;;5,7;20;349;204;5,882;0;0;0;0;0;1,961;0;0,49;1,961;0;0;0;0;0;5,392;0;1,471;13,725;0;5,882;0;15,686;0;0,49;15,196;0,49;14,15692454
11;Sweden;14-09-2014;201409;11710;Sweden Democrats;SD;70;4;4;;;12,857;49;349;315;2,54;0;0;0;0;0;0;0;0;3,175;0;0;0;0;0;5,397;2,222;3,81;16,508;1,27;6,984;0,317;-6,984;0;0,952;20,317;0;14,15692454
11;Sweden;09-09-2018;201809;11710;Sweden Democrats;SD;70;4;4;;;17,534;62;349;429;0,466;0,233;0;0;0;0,466;0,932;0;0,233;4,196;0;0;0;0;0;4,429;3,963;4,196;16,084;0,932;5,361;0;-9,091;0,233;0,466;20,28;0,699;14,15692454
11;Sweden;11-09-2022;202209;11710;Sweden Democrats;SD;70;4;4;;;20,53669814;73;349;1327;1,206;0;0;0;0,075;0,226;0;0,904;1,432;5,878;0;0;0;0;0,829;4,446;4,295;5,803;19,367;1,13;2,185;0;4,295;0;3,693;25,17;0,075;14,15692454
11;Sweden;20-09-1970;197009;11810;Centre Party;CP;80;4;4;;;19,919;71;350;96;11,5;5,2;4,2;0;0;0;0;0;4,2;0;1;0;2,1;0;0;5,2;0;6,3;14,6;0;1;0;-14,6;10,4;5,2;20,9;2,1;12,20554737
11;Sweden;16-09-1973;197309;11810;Centre Party;CP;80;4;4;;;25,101;90;350;167;4;8;1,7;0;0;0;4,6;4;0;1,7;0;0;1,2;0;0;6,9;0,6;5,2;12,6;0;4,6;0;-24;9,7;1,2;17,8;1,2;12,20554737
11;Sweden;19-09-1976;197609;11810;Centre Party;CP;80;4;4;;;24,085;86;349;296;4,4;3,7;1;0;0;0;2,4;0;1,3;0;1;0;0,7;0;0;17,2;0,7;5,1;17,6;0;3,4;0;-18,2;5,7;1,4;22,7;1,3;12,20554737
11;Sweden;16-09-1979;197909;11810;Centre Party;CP;80;4;4;;;18,07;64;349;280;5,4;1,8;1,4;0;0;0;1,8;0;2,1;2,5;0;0;0,7;0;0;14,3;3,2;4,6;7,9;0;7,1;0;-8,1;3,2;1,8;12,5;1,8;12,20554737
11;Sweden;19-09-1982;198209;11810;Centre Party;CP;80;4;4;;;15,476;56;349;339;5,3;0,9;1,2;0,3;0,3;0;3,8;0;3,8;2,9;0;0;2,9;0;0;14,6;0,9;2,3;10,5;0;9,9;0;-14;2,1;5,2;12,8;4,4;12,20554737
11;Sweden;15-09-1985;198509;11810;Centre Party;CP;80;4;4;;;12,13;43;349;168;2,4;0;0;0;0;0;0;0;6;3;0;0;9,5;0;0;15,5;1,2;3;14,9;0;7,1;0;-1,1;0;12,5;17,9;1,8;12,20554737
11;Sweden;18-09-1988;198809;11810;Centre Party;CP;80;4;4;;;11,3;42;349;96;3,1;0;0;0;0;0;0;0;1;0;0;0;5,2;0;0;26;5,2;9,4;6,3;0;12,5;0;-5,3;0;8,3;15,7;1;12,20554737
11;Sweden;15-09-1991;199109;11810;Centre Party;CP;80;4;4;;;8,503;31;349;129;6,202;0;0;0;0;0;0,775;0;4,651;7,752;0;0;2,326;0;0;22,481;1,55;11,628;6,202;0;2,326;0;5,426;0;3,101;17,829;0,775;12,20554737
11;Sweden;18-09-1994;199409;11810;Centre Party;CP;80;4;4;;;7,653;27;349;165;9,091;0;0,606;0;0;0;2,424;0;1,212;1,818;0;0;11,515;0;0;21,818;0;18,182;0;0;1,818;0;21,818;0,606;14,545;18,182;0,606;12,20554737
11;Sweden;21-09-1998;199809;11810;Centre Party;CP;80;4;4;;;5,13;18;349;242;13,223;0,826;0;0;0;0;0,413;0;0,413;1,653;1,653;0;2,893;0;0;11,57;0,413;8,264;6,612;0;7,438;0;11,57;2,479;9,091;14,876;0,826;12,20554737
11;Sweden;15-09-2002;200209;11810;Centre Party;CP;80;4;4;;;6,193;22;349;263;9,506;0,38;0;0;0;0,76;0;0;1,521;1,141;0;0;5,323;0;0;9,886;1,521;3,802;8,365;0;4,183;0;10,646;0,38;8,365;12,167;0;12,20554737
11;Sweden;17-09-2006;200609;11810;Centre Party;CP;80;4;4;;;7,879;29;349;314;5,414;0;1,911;0;0;0;5,414;0,637;2,548;3,822;2,229;0;0;0;0;14,013;0;4,777;14,013;0,637;6,369;0;-4,459;4,14;3,822;18,79;0,318;12,20554737
11;Sweden;19-09-2010;201009;11810;Centre Party;CP;80;4;4;;;6,56;23;349;759;5,007;0;0,264;1,186;0;0;8,696;0;1,054;5,534;0;0;0;0;0;22,925;0,395;5,402;8,827;0,132;7,115;0;-2,24;0,264;4,743;14,229;0,527;12,20554737
11;Sweden;14-09-2014;201409;11810;Centre Party;CP;80;4;4;;;6,113;22;349;380;7,895;0;0,263;0;0;0,789;0,263;0;2,632;5,263;0;0;0;0;0,789;30,263;0;2,632;5;3,421;4,211;0;7,895;0,263;5,526;7,632;0,263;12,20554737
11;Sweden;09-09-2018;201809;11810;Centre Party;CP;80;4;4;;;8,608;31;349;460;2,174;0;0;0;0;0,217;0,652;0;0,652;3,043;0;0;0;0;3,043;15,652;0;8,043;9,565;0,652;2,609;0;9,783;0;4,565;17,609;0;12,20554737
11;Sweden;11-09-2022;202209;11810;Centre Party;CP;80;4;4;;;6,714399995;24;349;574;2,091;0;0;0;0;1,742;0;0;1,394;5,052;0;0;2,265;0;7,317;5,749;0,174;9,059;10,801;0,697;6,794;0;4,704;0;7,84;19,861;0,174;12,20554737
12;Norway;11-09-1977;197709;12320;Norwegian Labour Party;DnA;30;1,878835752;1,878835752;19;155;42,259;76;155;884;0,2;1,8;3,3;0,2;0;0;3,4;0,7;2,5;4,9;4;0,1;0;0;0;7,7;7,4;7,2;8,6;0;4,2;0;-31,6;9,1;0,8;15,8;1,5;36,58306667
12;Norway;14-09-1981;198109;12320;Norwegian Labour Party;DnA;30;1,878835752;1,878835752;19;155;37,204;65;155;1084;0,1;1,6;1,8;0,3;0,2;0;4,8;0,7;4,3;3,3;1,9;0,3;0,3;0;0;8,1;7,9;5,6;4,7;0,5;3;0;-22,7;5,3;0,8;10,3;4,7;36,58306667
12;Norway;08-09-1985;198509;12320;Norwegian Labour Party;DnA;30;1,857485345;1,87;19;157;40,807;71;157;1991;0,4;2,2;0,9;0,5;0;0;0,8;0,7;5,3;5,2;1,8;0;0,4;0;0;2,4;8;9,9;8,6;0;2,8;0;-25,5;4,9;0,4;18,5;4,3;36,58306667
12;Norway;11-09-1989;198909;12320;Norwegian Labour Party;DnA;30;1,857485345;1,857485345;19;157;34,272;63;165;NA;0,5;3,8;0;0,4;0;0,3;0,9;0,1;7;8,1;1,9;0;0,4;0;0;10,1;6,8;5,4;11,8;0;8,2;0;-36;5,7;0,6;17,2;2,3;36,58306667
12;Norway;13-09-1993;199309;12320;Norwegian Labour Party;DnA;30;1,857485345;1,857485345;19;157;36,911;67;165;1162;0,344;0,086;0;0;0;0,172;4,991;0;2,582;8,778;0,172;0,43;0,775;0;2,668;7,831;3,098;5,164;10,413;0,43;4,647;0;-19,707;0,258;1,721;15,577;0,516;36,58306667
12;Norway;16-09-1997;199709;12320;Norwegian Labour Party;DnA;30;1,857485345;1,857485345;19;157;35;65;165;3633;1,156;2,863;0;0,551;0,055;0,138;0,248;0,055;0,688;6,579;0,138;0,385;1,294;0,028;2,422;7,322;6,579;5,312;8,01;0,633;3,688;0;-18,112;3;2,175;13,322;1,018;36,58306667
12;Norway;10-09-2001;200109;12320;Norwegian Labour Party;DnA;30;1,857485345;1,857485345;19;157;24,293;43;165;2860;0,42;0,455;0,035;0,105;0,035;0,175;0,175;0;5,559;8,636;2,098;0,524;0,315;0;0,734;6,329;8,357;5,105;18,951;0;7,238;0;-38,182;2,587;0,42;24,056;0,559;36,58306667
12;Norway;12-09-2005;200509;12320;Norwegian Labour Party;DnA;30;1,934422608;1,85;19;150;32,69;61;169;1664;3,185;0,962;3,666;0,18;0;0,3;1,022;0,24;0;8,594;0,3;1,683;0;0;0;4,928;5,469;7,632;16,587;0;6,37;0;-33,293;4,928;0;24,219;1,262;36,58306667
12;Norway;14-09-2009;200909;12320;Norwegian Labour Party;DnA;30;1,934422608;1,934422608;19;150;35,379;64;188;2125;2,259;1,459;0,188;0,376;0,094;0,612;0;0,141;2,918;5,318;0;0,894;0,141;1,412;0;8,8;3,059;6,824;17,365;0;12,753;0;-29,788;1,647;0,141;24,188;0,329;36,58306667
12;Norway;09-09-2013;201309;12320;Labour Party;Ap;30;1,934422608;1,934422608;19;150;30,845;55;169;2691;0,223;1,115;0;0;0,037;0;2,044;0,483;0,297;10,219;0;0,818;0,186;0;3,344;5,054;2,75;4,496;17,02;0,037;6,094;0;-17,986;1,115;0,223;21,516;0,743;36,58306667
12;Norway;11-09-2017;201709;12320;Labour Party;Ap;30;1,934422608;1,934422608;19;150;27,366;49;169;2363;0,889;7,364;0,973;1,016;0,127;0;0;0,042;5,882;14,642;0,085;1,481;0,508;0,127;2,201;7,744;3,047;4,867;11,807;0,042;7,406;0,127;-29,793;8,421;0,55;16,674;0,973;36,58306667
12;Norway;11-09-1977;197709;12620;Conservative Party;H;60;1,878835752;1,878835752;19;155;27,08;41;155;1238;2,5;2,8;3,2;0,2;0;0,3;1;0;2,2;5,7;0,6;0;4,7;0;0;6,7;5,3;6;5,3;0;7,8;0,2;-10,2;6,6;5,4;11,3;0,4;21,9806
12;Norway;14-09-1981;198109;12620;Conservative Party;H;60;1,878835752;1,878835752;19;155;31,739;54;155;1740;3,6;1,2;2,2;0,1;0,1;0,1;1;0;2,9;4;0,2;0;2,2;0;0;7,4;4;4,4;3,2;2,9;7,7;0;8,2;3,6;12,4;7,6;0,3;21,9806
12;Norway;08-09-1985;198509;12620;Conservative Party;H;60;1,857485345;1,87;19;157;30,422;50;157;2104;1,7;3,2;0,2;0;0;0,9;1;0,3;6,3;8,3;0,9;0;1,4;0;0;3,3;6,6;2,8;7,1;0;8,6;0;-7,9;4,3;8,9;9,9;0,9;21,9806
12;Norway;11-09-1989;198909;12620;Conservative Party;H;60;1,857485345;1,857485345;19;157;22,235;37;165;NA;4,4;3,2;0;0,1;0;0,1;0,6;0,1;8,7;8,5;0,1;0;2;0;0;6,7;5,4;2,2;10;0,5;9,7;0;-7,1;3,3;9;12,2;0,3;21,9806
12;Norway;13-09-1993;199309;12620;Conservative Party;H;60;1,857485345;1,857485345;19;157;17,034;28;165;1084;1,107;0,83;0;0;0;0,738;1,015;0;4,705;6,642;0;0,092;3,598;0;0,738;5,904;1,753;0,646;7,472;0,738;8,118;0,277;14,391;0,83;14,391;8,118;0,092;21,9806
12;Norway;16-09-1997;199709;12620;Conservative Party;H;60;1,857485345;1,857485345;19;157;14,34;23;165;1246;2,247;2,327;0;0;0;0,401;0,963;0;1,364;5,859;0,08;0;1,284;0;0,722;3,451;2,167;1,284;8,587;1,605;9,069;0,08;3,692;2,408;8,989;9,872;0,482;21,9806
12;Norway;10-09-2001;200109;12620;Conservative Party;H;60;1,857485345;1,857485345;19;157;21,208;38;165;1328;6,702;0,527;0;0;0;1,13;0,151;0;2,861;6,175;0;0;0,753;0;0,151;7,53;3,84;0,828;7,681;0,904;12,952;0,075;9,789;0,527;7,907;8,509;0;21,9806
12;Norway;12-09-2005;200509;12620;Conservative Party;H;60;1,934422608;1,85;19;150;14,098;23;169;1622;4,439;1,233;0,123;0;0;1,665;0,493;0;0,062;7,028;0;0,308;0;0;0;4,932;4,192;1,726;8,508;3,822;8,261;0;13,379;1,356;11,036;10,234;0,74;21,9806
12;Norway;14-09-2009;200909;12620;Conservative Party;H;60;1,934422608;1,934422608;19;150;17,236;33;188;1473;2,308;0,272;0;0;0;0,407;0,339;0;7,739;5,906;0;0,068;0,339;0;0;8,69;4,005;0,815;15,547;0;10,794;0;-11,405;0,272;3,462;16,361;0,136;21,9806
12;Norway;09-09-2013;201309;12620;Conservative Party;H;60;1,934422608;1,934422608;19;150;26,806;48;169;1365;0,733;0;0;0;0;0;4,029;0;0,147;10,916;0;0;0,513;0;4,103;3,37;3,37;1,392;17,436;0,147;7,106;0,147;-9,011;0;2,564;18,828;0,22;21,9806
12;Norway;11-09-2017;201709;12620;Conservative Party;H;60;1,934422608;1,934422608;19;150;25,041;45;169;1921;5,206;0,833;1,51;0,469;0,156;0,208;0,521;0,26;1,926;13,535;0,104;0,416;0,104;0;4,581;5,726;2,655;3,175;11,088;0,26;9,839;0,104;-7,808;2,447;3,019;14,263;0,364;21,9806
12;Norway;11-09-1977;197709;12951;Progress Party;FrP;70;1,878835752;1,878835752;19;155;1,884;0;155;1203;1,7;3,1;2,3;0;0,3;0,1;1;0;4,4;3,5;0,8;0;9,5;0;0;2,4;2;3,8;3,7;2,7;3,8;0,8;21,8;6,2;23;7,5;0;11,7355
12;Norway;14-09-1981;198109;12951;Progress Party;FrP;70;1,878835752;1,878835752;19;155;4,456;4;155;891;0,8;2,9;0,6;0;0,2;0;1,1;0;2,6;2,7;2,1;0;11,5;0;0;2,4;2;2,6;3;4,8;1,3;0,8;32,1;5,6;27,5;5,6;0;11,7355
12;Norway;08-09-1985;198509;12951;Progress Party;FrP;70;1,857485345;1,87;19;157;3,72;2;157;856;2;3,2;0;0;0;1,8;0,5;0;2;6,9;0,1;0;6,7;0;0;0,7;4,2;1,4;2,2;4,1;5,6;1,3;34;3,3;27,5;3,6;0,1;11,7355
12;Norway;11-09-1989;198909;12951;Progress Party;FrP;70;1,857485345;1,857485345;19;157;13,038;22;165;NA;7,4;4,4;0;0;0;1,8;0,4;0;1,6;8;0;0;4,2;0;0;4,1;4,8;1,1;7,4;5;6,8;1,2;24,2;4,4;16,2;8,5;0,4;11,7355
12;Norway;13-09-1993;199309;12951;Progress Party;FrP;70;1,857485345;1,857485345;19;157;6,275;10;165;1602;1,685;0,874;0;0;0;2,559;0,062;0;1,311;4,931;0;0,125;4,432;0;0,375;4,245;0,437;0,811;3,496;4,432;3,87;0,375;43,571;0,874;24,844;4,307;0,25;11,7355
